pathway1,interaction,pathway2,tag
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-433692,inferred
R-HSA-977347,abstraction:NextStepPathway,R-HSA-9856872,original
R-HSA-977347,abstraction:NextStepPathway,R-HSA-611105,inferred
R-HSA-977347,abstraction:NextStepPathway,R-HSA-1428517,inferred
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855167,original
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855184,original
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111457,original
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-75108,abstraction:NextStepPathway,R-HSA-5620971,original
R-HSA-75108,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-109606,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-109606,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-109581,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-109581,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111453,original
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111452,original
R-HSA-69186,abstraction:NextStepPathway,R-HSA-69109,inferred
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-1362300,original
R-HSA-77310,abstraction:NextStepPathway,R-HSA-77346,original
R-HSA-111995,abstraction:NextStepPathway,R-HSA-2142753,original
R-HSA-111995,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-111995,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-111995,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-2142753,inferred
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-5632684,original
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111931,original
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111933,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111997,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111996,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-112043,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111885,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-418594,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-1489509,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9664323,original
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-438064,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9660821,original
R-HSA-438064,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-442755,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-5684996,original
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-5683057,inferred
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-622327,abstraction:NextStepPathway,R-HSA-622323,inferred
R-HSA-622323,abstraction:NextStepPathway,R-HSA-622327,inferred
R-HSA-429947,abstraction:NextStepPathway,R-HSA-9820865,original
R-HSA-429947,abstraction:NextStepPathway,R-HSA-9816359,inferred
R-HSA-429947,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-429914,abstraction:NextStepPathway,R-HSA-9820865,inferred
R-HSA-429914,abstraction:NextStepPathway,R-HSA-9816359,inferred
R-HSA-429914,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9820865,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9816359,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-73776,abstraction:NextStepPathway,R-HSA-674695,original
R-HSA-76061,abstraction:NextStepPathway,R-HSA-749476,original
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-8849474,original
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-8848021,inferred
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-9006927,inferred
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-8875791,original
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-6806834,inferred
R-HSA-2586552,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-111367,abstraction:NextStepPathway,R-HSA-159227,original
R-HSA-111367,abstraction:NextStepPathway,R-HSA-159234,inferred
R-HSA-111367,abstraction:NextStepPathway,R-HSA-72202,inferred
R-HSA-111367,abstraction:NextStepPathway,R-HSA-72203,inferred
R-HSA-75067,abstraction:NextStepPathway,R-HSA-159227,inferred
R-HSA-75067,abstraction:NextStepPathway,R-HSA-159234,inferred
R-HSA-75067,abstraction:NextStepPathway,R-HSA-72202,inferred
R-HSA-75067,abstraction:NextStepPathway,R-HSA-72203,inferred
R-HSA-73856,abstraction:NextStepPathway,R-HSA-159227,original
R-HSA-73856,abstraction:NextStepPathway,R-HSA-159234,inferred
R-HSA-73856,abstraction:NextStepPathway,R-HSA-72202,inferred
R-HSA-73856,abstraction:NextStepPathway,R-HSA-72203,inferred
R-HSA-73856,abstraction:NextStepPathway,R-HSA-8953854,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-159227,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-159234,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-72202,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-72203,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-159227,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-159234,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-72202,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-72203,inferred
R-HSA-77348,abstraction:NextStepPathway,R-HSA-611105,original
R-HSA-77348,abstraction:NextStepPathway,R-HSA-1428517,inferred
R-HSA-171306,abstraction:NextStepPathway,R-HSA-9670095,original
R-HSA-171306,abstraction:NextStepPathway,R-HSA-2559586,original
R-HSA-171306,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-171306,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-171306,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-157579,abstraction:NextStepPathway,R-HSA-2559586,inferred
R-HSA-157579,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-157579,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-157579,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-73886,abstraction:NextStepPathway,R-HSA-2559586,inferred
R-HSA-73886,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-73886,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-73886,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-8943723,original
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-5628897,original
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-3700989,inferred
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-6807070,abstraction:NextStepPathway,R-HSA-5628897,inferred
R-HSA-6807070,abstraction:NextStepPathway,R-HSA-3700989,inferred
R-HSA-6807070,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-6807070,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-6807070,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-916853,abstraction:NextStepPathway,R-HSA-880009,original
R-HSA-888590,abstraction:NextStepPathway,R-HSA-880009,inferred
R-HSA-112310,abstraction:NextStepPathway,R-HSA-880009,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-880009,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-880009,inferred
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193144,original
R-HSA-211897,abstraction:NextStepPathway,R-HSA-193144,inferred
R-HSA-211945,abstraction:NextStepPathway,R-HSA-193144,inferred
R-HSA-211859,abstraction:NextStepPathway,R-HSA-193144,inferred
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1660524,original
R-HSA-983170,abstraction:NextStepPathway,R-HSA-9705671,original
R-HSA-983170,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-983170,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-983170,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-983170,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-983170,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-983170,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-9705671,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-983169,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-9705671,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483166,original
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482788,original
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483101,original
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483148,original
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482839,original
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173796,original
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1181150,original
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-170834,abstraction:NextStepPathway,R-HSA-1181150,inferred
R-HSA-170834,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-9006936,abstraction:NextStepPathway,R-HSA-1181150,inferred
R-HSA-9006936,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-1181150,inferred
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1502540,original
R-HSA-170834,abstraction:NextStepPathway,R-HSA-1502540,inferred
R-HSA-428643,abstraction:NextStepPathway,R-HSA-75105,original
R-HSA-428643,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-428643,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-9955298,abstraction:NextStepPathway,R-HSA-75105,inferred
R-HSA-9955298,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-75105,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-75105,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-193048,abstraction:NextStepPathway,R-HSA-193144,original
R-HSA-193048,abstraction:NextStepPathway,R-HSA-211976,original
R-HSA-193048,abstraction:NextStepPathway,R-HSA-211897,inferred
R-HSA-193048,abstraction:NextStepPathway,R-HSA-211945,inferred
R-HSA-193048,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-3296197,abstraction:NextStepPathway,R-HSA-418594,original
R-HSA-3296197,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-450321,original
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-445989,original
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9020702,original
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-446652,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9705671,original
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-9705671,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168638,original
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168643,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-168638,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-168643,inferred
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-450302,original
R-HSA-110056,abstraction:NextStepPathway,R-HSA-5673001,original
R-HSA-110056,abstraction:NextStepPathway,R-HSA-170968,original
R-HSA-110056,abstraction:NextStepPathway,R-HSA-169893,inferred
R-HSA-110056,abstraction:NextStepPathway,R-HSA-187687,inferred
R-HSA-110056,abstraction:NextStepPathway,R-HSA-187037,inferred
R-HSA-110056,abstraction:NextStepPathway,R-HSA-166520,inferred
R-HSA-110056,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-9023661,abstraction:NextStepPathway,R-HSA-373076,original
R-HSA-9023661,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-9023661,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-9023661,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-9018678,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-9018678,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-9018678,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-9018678,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-381038,abstraction:NextStepPathway,R-HSA-9772755,original
R-HSA-381038,abstraction:NextStepPathway,R-HSA-9917777,inferred
R-HSA-381038,abstraction:NextStepPathway,R-HSA-212165,inferred
R-HSA-381038,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-381070,abstraction:NextStepPathway,R-HSA-9772755,inferred
R-HSA-381070,abstraction:NextStepPathway,R-HSA-9917777,inferred
R-HSA-381070,abstraction:NextStepPathway,R-HSA-212165,inferred
R-HSA-381070,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9772755,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9917777,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-212165,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-74160,inferred
