pathway1,interaction,pathway2,tag
R-HSA-191859,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-191859,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-191859,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-9754678,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-194441,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9754678,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9694516,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9679506,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-9824446,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-8953854,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-8866910,abstraction:NextStepPathway,R-HSA-209822,original
R-HSA-8866910,abstraction:NextStepPathway,R-HSA-209952,inferred
R-HSA-8866910,abstraction:NextStepPathway,R-HSA-2980736,inferred
R-HSA-8866910,abstraction:NextStepPathway,R-HSA-392499,inferred
R-HSA-8864260,abstraction:NextStepPathway,R-HSA-209822,inferred
R-HSA-8864260,abstraction:NextStepPathway,R-HSA-209952,inferred
R-HSA-8864260,abstraction:NextStepPathway,R-HSA-2980736,inferred
R-HSA-8864260,abstraction:NextStepPathway,R-HSA-392499,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-209822,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-209952,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-2980736,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-209822,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-209952,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-2980736,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-209822,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-209952,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-2980736,inferred
R-HSA-5263617,abstraction:NextStepPathway,R-HSA-2408552,original
R-HSA-5263617,abstraction:NextStepPathway,R-HSA-2408508,original
R-HSA-9758920,abstraction:NextStepPathway,R-HSA-9793380,original
R-HSA-72187,abstraction:NextStepPathway,R-HSA-73856,original
R-HSA-72187,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-72187,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-72203,abstraction:NextStepPathway,R-HSA-73856,inferred
R-HSA-72203,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-72203,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-2408499,abstraction:NextStepPathway,R-HSA-2408550,original
R-HSA-1855231,abstraction:NextStepPathway,R-HSA-1855156,original
R-HSA-8849473,abstraction:NextStepPathway,R-HSA-8847993,original
R-HSA-8849473,abstraction:NextStepPathway,R-HSA-1227986,inferred
R-HSA-8849473,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-8848021,abstraction:NextStepPathway,R-HSA-1227986,inferred
R-HSA-9006927,abstraction:NextStepPathway,R-HSA-1227986,inferred
R-HSA-1227986,abstraction:NextStepPathway,R-HSA-1236394,original
R-HSA-2022870,abstraction:NextStepPathway,R-HSA-2022923,original
R-HSA-73614,abstraction:NextStepPathway,R-HSA-73621,original
R-HSA-73614,abstraction:NextStepPathway,R-HSA-8956319,inferred
R-HSA-8956321,abstraction:NextStepPathway,R-HSA-73621,inferred
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111463,original
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-380994,original
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-9648895,original
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-9648895,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-381183,original
R-HSA-381042,abstraction:NextStepPathway,R-HSA-381033,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-381183,original
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-381033,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-381183,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-381033,inferred
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381183,original
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381033,inferred
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483166,original
R-HSA-1483255,abstraction:NextStepPathway,R-HSA-1483166,inferred
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1482788,original
R-HSA-1483255,abstraction:NextStepPathway,R-HSA-1482788,inferred
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483101,original
R-HSA-1483255,abstraction:NextStepPathway,R-HSA-1483101,inferred
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483148,original
R-HSA-1483255,abstraction:NextStepPathway,R-HSA-1483148,inferred
R-HSA-204005,abstraction:NextStepPathway,R-HSA-5694530,original
R-HSA-425410,abstraction:NextStepPathway,R-HSA-917937,original
R-HSA-425407,abstraction:NextStepPathway,R-HSA-917937,inferred
R-HSA-917937,abstraction:NextStepPathway,R-HSA-1222556,original
R-HSA-917937,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-917937,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-917937,abstraction:NextStepPathway,R-HSA-6803544,original
R-HSA-917937,abstraction:NextStepPathway,R-HSA-6803157,inferred
R-HSA-1362300,abstraction:NextStepPathway,R-HSA-1362277,original
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-8963693,original
R-HSA-611105,abstraction:NextStepPathway,R-HSA-8963693,inferred
R-HSA-1428517,abstraction:NextStepPathway,R-HSA-8963693,inferred
R-HSA-418592,abstraction:NextStepPathway,R-HSA-432142,original
R-HSA-418592,abstraction:NextStepPathway,R-HSA-418346,inferred
R-HSA-392518,abstraction:NextStepPathway,R-HSA-432142,inferred
R-HSA-392518,abstraction:NextStepPathway,R-HSA-418346,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-432142,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654710,original
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654710,original
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654710,original
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654741,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654708,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654720,original
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654720,original
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654720,original
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654743,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654720,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654716,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654695,original
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654695,original
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654695,original
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654687,abstraction:NextStepPathway,R-HSA-5654738,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654695,inferred
R-HSA-5654736,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654689,original
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654696,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654738,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654689,original
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654689,original
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654736,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654689,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5654687,inferred
R-HSA-5637810,abstraction:NextStepPathway,R-HSA-1236382,original
R-HSA-5637810,abstraction:NextStepPathway,R-HSA-5637815,inferred
R-HSA-5637812,abstraction:NextStepPathway,R-HSA-1236382,inferred
R-HSA-5637812,abstraction:NextStepPathway,R-HSA-5637815,inferred
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-9726842,original
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-9660537,inferred
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-6802957,inferred
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-5663202,inferred
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-9726842,inferred
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-9660537,inferred
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-6802957,inferred
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-5663202,inferred
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-9726842,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-9660537,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-6802957,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-5663202,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-9726842,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-9660537,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-6802957,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-5663202,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9726842,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9660537,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-6802957,inferred
R-HSA-5673000,abstraction:NextStepPathway,R-HSA-9726840,original
R-HSA-5673001,abstraction:NextStepPathway,R-HSA-9726840,inferred
R-HSA-5684996,abstraction:NextStepPathway,R-HSA-9726840,inferred
R-HSA-5683057,abstraction:NextStepPathway,R-HSA-9726840,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9726840,inferred
R-HSA-9637628,abstraction:NextStepPathway,R-HSA-9636383,original
R-HSA-9637628,abstraction:NextStepPathway,R-HSA-9637687,inferred
R-HSA-9637628,abstraction:NextStepPathway,R-HSA-9637690,inferred
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-2485179,original
R-HSA-417957,abstraction:NextStepPathway,R-HSA-418592,original
R-HSA-418038,abstraction:NextStepPathway,R-HSA-418592,inferred
R-HSA-373076,abstraction:NextStepPathway,R-HSA-418592,inferred
R-HSA-500792,abstraction:NextStepPathway,R-HSA-418592,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-418592,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-418592,inferred
R-HSA-112313,abstraction:NextStepPathway,R-HSA-112310,original
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-111471,original
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-111471,original
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-5696394,abstraction:NextStepPathway,R-HSA-5696395,original
R-HSA-177128,abstraction:NextStepPathway,R-HSA-9749641,original
R-HSA-177128,abstraction:NextStepPathway,R-HSA-9748784,inferred
R-HSA-159424,abstraction:NextStepPathway,R-HSA-9749641,inferred
R-HSA-159424,abstraction:NextStepPathway,R-HSA-9748784,inferred
R-HSA-156587,abstraction:NextStepPathway,R-HSA-9749641,inferred
R-HSA-156587,abstraction:NextStepPathway,R-HSA-9748784,inferred
R-HSA-156580,abstraction:NextStepPathway,R-HSA-9749641,inferred
R-HSA-211979,abstraction:NextStepPathway,R-HSA-2142691,original
R-HSA-211897,abstraction:NextStepPathway,R-HSA-2142691,inferred
R-HSA-211945,abstraction:NextStepPathway,R-HSA-2142691,inferred
R-HSA-211859,abstraction:NextStepPathway,R-HSA-2142691,inferred
R-HSA-4085001,abstraction:NextStepPathway,R-HSA-446210,original
R-HSA-9694493,abstraction:NextStepPathway,R-HSA-9694322,original
R-HSA-9694493,abstraction:NextStepPathway,R-HSA-9705677,original
R-HSA-9694493,abstraction:NextStepPathway,R-HSA-9705683,inferred
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9705677,inferred
R-HSA-9772573,abstraction:NextStepPathway,R-HSA-9705677,inferred
R-HSA-9694493,abstraction:NextStepPathway,R-HSA-9705671,original
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-159424,original
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-156587,inferred
R-HSA-9748784,abstraction:NextStepPathway,R-HSA-159424,inferred
R-HSA-9748784,abstraction:NextStepPathway,R-HSA-156587,inferred
R-HSA-375165,abstraction:NextStepPathway,R-HSA-5673001,original
R-HSA-375165,abstraction:NextStepPathway,R-HSA-5684996,inferred
R-HSA-375165,abstraction:NextStepPathway,R-HSA-5683057,inferred
R-HSA-375165,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-500753,abstraction:NextStepPathway,R-HSA-379716,original
R-HSA-500753,abstraction:NextStepPathway,R-HSA-379724,inferred
R-HSA-500753,abstraction:NextStepPathway,R-HSA-72766,inferred
R-HSA-500753,abstraction:NextStepPathway,R-HSA-392499,inferred
R-HSA-500753,abstraction:NextStepPathway,R-HSA-71737,original
R-HSA-6781823,abstraction:NextStepPathway,R-HSA-6782135,original
R-HSA-5654704,abstraction:NextStepPathway,R-HSA-5673001,original
R-HSA-5654704,abstraction:NextStepPathway,R-HSA-5684996,inferred
R-HSA-5654704,abstraction:NextStepPathway,R-HSA-5683057,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5673001,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5684996,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5683057,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5673001,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5684996,inferred
R-HSA-5654741,abstraction:NextStepPathway,R-HSA-5683057,inferred
R-HSA-198933,abstraction:NextStepPathway,R-HSA-5676594,original
R-HSA-198933,abstraction:NextStepPathway,R-HSA-5668541,inferred
R-HSA-198933,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-5676594,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-5668541,inferred
R-HSA-111931,abstraction:NextStepPathway,R-HSA-9022692,original
R-HSA-111931,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111931,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111931,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111931,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-9006925,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-9006925,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-9634638,abstraction:NextStepPathway,R-HSA-9022692,original
R-HSA-9634638,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-9634638,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-9634638,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-9634638,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-9009391,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-9009391,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-9009391,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-9009391,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-9009391,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-8939211,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-8939211,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-9006931,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-9006931,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-9022692,original
R-HSA-111932,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-9022692,original
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-8986944,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-9022692,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-8986944,inferred
