pathwayID,interaction,nextPathwayID,tag
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-111933,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-9620244,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-111957,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-442720,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-2453902,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-442729,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-445355,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-382556,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-203615,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-180024,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-5607763,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-5627123,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-2025928,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-5218920,orignal
R-HSA-2514859,abstraction:NextStepPathway,R-HSA-2485179,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-418217,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-9634597,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-392451,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-163359,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-8964315,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-8964616,orignal
R-HSA-392851,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-3322077,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-379716,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-156588,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-1971475,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-2142845,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-189483,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-727802,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-71737,orignal
R-HSA-173599,abstraction:NextStepPathway,R-HSA-9749641,orignal
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-9022692,orignal
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-9616222,orignal
R-HSA-190322,abstraction:NextStepPathway,R-HSA-5654719,orignal
R-HSA-190322,abstraction:NextStepPathway,R-HSA-5654712,orignal
R-HSA-190322,abstraction:NextStepPathway,R-HSA-5654228,orignal
R-HSA-8932505,abstraction:NextStepPathway,R-HSA-9939291,orignal
R-HSA-9818027,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-1614603,abstraction:NextStepPathway,R-HSA-1614558,orignal
R-HSA-111448,abstraction:NextStepPathway,R-HSA-111453,orignal
R-HSA-111448,abstraction:NextStepPathway,R-HSA-6803204,orignal
R-HSA-9694594,abstraction:NextStepPathway,R-HSA-9694322,orignal
R-HSA-69618,abstraction:NextStepPathway,R-HSA-176408,orignal
R-HSA-977444,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-977444,abstraction:NextStepPathway,R-HSA-1296041,orignal
R-HSA-977444,abstraction:NextStepPathway,R-HSA-997272,orignal
R-HSA-9702518,abstraction:NextStepPathway,R-HSA-9703465,orignal
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2871796,orignal
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2559580,orignal
R-HSA-450321,abstraction:NextStepPathway,R-HSA-450341,orignal
R-HSA-9013508,abstraction:NextStepPathway,R-HSA-1912408,orignal
R-HSA-9828721,abstraction:NextStepPathway,R-HSA-9833110,orignal
R-HSA-9828721,abstraction:NextStepPathway,R-HSA-9828806,orignal
R-HSA-9828721,abstraction:NextStepPathway,R-HSA-9833109,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-69563,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-2559582,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-69473,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6804760,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-69541,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-5693565,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6804756,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6804116,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-69656,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6803204,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-5693538,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-349425,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-5685939,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6803207,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-187577,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-5693548,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-6804757,orignal
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-5693606,orignal
R-HSA-75955,abstraction:NextStepPathway,R-HSA-674695,orignal
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654695,orignal
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654720,orignal
R-HSA-5654710,abstraction:NextStepPathway,R-HSA-5654689,orignal
R-HSA-9927418,abstraction:NextStepPathway,R-HSA-9927426,orignal
R-HSA-9758881,abstraction:NextStepPathway,R-HSA-9758890,orignal
R-HSA-1660516,abstraction:NextStepPathway,R-HSA-1660537,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-202040,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-418597,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-416476,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-6814122,abstraction:NextStepPathway,R-HSA-416482,orignal
R-HSA-2644606,abstraction:NextStepPathway,R-HSA-2894862,orignal
R-HSA-75896,abstraction:NextStepPathway,R-HSA-1483166,orignal
R-HSA-5652227,abstraction:NextStepPathway,R-HSA-70350,orignal
R-HSA-9694548,abstraction:NextStepPathway,R-HSA-9694322,orignal
R-HSA-9694548,abstraction:NextStepPathway,R-HSA-9733458,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69206,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-9754119,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-113501,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-2559585,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69205,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-139915,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-8878166,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-111448,orignal
R-HSA-69231,abstraction:NextStepPathway,R-HSA-174178,orignal
R-HSA-166662,abstraction:NextStepPathway,R-HSA-166663,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939236,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939242,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8877330,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8951936,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-9018519,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939246,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8936459,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939243,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939245,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8939247,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8935964,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-8931987,orignal
R-HSA-8934593,abstraction:NextStepPathway,R-HSA-1912408,orignal
R-HSA-2122948,abstraction:NextStepPathway,R-HSA-2122947,orignal
R-HSA-2122948,abstraction:NextStepPathway,R-HSA-9818749,orignal
R-HSA-380615,abstraction:NextStepPathway,R-HSA-380612,orignal
R-HSA-380615,abstraction:NextStepPathway,R-HSA-141333,orignal
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833110,orignal
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9828642,orignal
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833482,orignal
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9820962,orignal
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833109,orignal
R-HSA-72731,abstraction:NextStepPathway,R-HSA-72695,orignal
R-HSA-77305,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-77305,abstraction:NextStepPathway,R-HSA-77285,orignal
R-HSA-933541,abstraction:NextStepPathway,R-HSA-933542,orignal
R-HSA-933541,abstraction:NextStepPathway,R-HSA-3134963,orignal
R-HSA-933541,abstraction:NextStepPathway,R-HSA-975110,orignal
R-HSA-9679191,abstraction:NextStepPathway,R-HSA-419408,orignal
R-HSA-9679191,abstraction:NextStepPathway,R-HSA-9678110,orignal
R-HSA-68616,abstraction:NextStepPathway,R-HSA-113507,orignal
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-8940973,orignal
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-5610785,orignal
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-5610783,orignal
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-5632684,orignal
R-HSA-5610787,abstraction:NextStepPathway,R-HSA-5610780,orignal
R-HSA-211897,abstraction:NextStepPathway,R-HSA-191273,orignal
R-HSA-211897,abstraction:NextStepPathway,R-HSA-6807062,orignal
R-HSA-209822,abstraction:NextStepPathway,R-HSA-975578,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-109704,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9645135,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-5684996,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-112399,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-5673000,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9706369,orignal
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9706374,orignal
R-HSA-162594,abstraction:NextStepPathway,R-HSA-162592,orignal
R-HSA-162594,abstraction:NextStepPathway,R-HSA-164516,orignal
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-2586552,orignal
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-9020558,orignal
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-512988,orignal
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-1266695,orignal
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-982772,orignal
R-HSA-199220,abstraction:NextStepPathway,R-HSA-196783,orignal
R-HSA-174430,abstraction:NextStepPathway,R-HSA-174411,orignal
R-HSA-399954,abstraction:NextStepPathway,R-HSA-2029482,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-418217,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-416572,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-392451,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-5627117,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-8964315,orignal
R-HSA-416482,abstraction:NextStepPathway,R-HSA-8964616,orignal
R-HSA-167158,abstraction:NextStepPathway,R-HSA-167152,orignal
R-HSA-167158,abstraction:NextStepPathway,R-HSA-167242,orignal
R-HSA-210745,abstraction:NextStepPathway,R-HSA-70171,orignal
R-HSA-210745,abstraction:NextStepPathway,R-HSA-264876,orignal
R-HSA-9839383,abstraction:NextStepPathway,R-HSA-9839389,orignal
R-HSA-9839383,abstraction:NextStepPathway,R-HSA-9839397,orignal
R-HSA-9839383,abstraction:NextStepPathway,R-HSA-9839406,orignal
R-HSA-176034,abstraction:NextStepPathway,R-HSA-167200,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-2559580,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-69473,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804760,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-69541,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-8943724,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-5693565,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804756,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-9833482,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-8941855,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804759,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804757,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-199920,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-375165,abstraction:NextStepPathway,R-HSA-9031628,orignal
R-HSA-1236382,abstraction:NextStepPathway,R-HSA-5637810,orignal
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-156588,orignal
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-433692,orignal
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-561048,orignal
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-159424,orignal
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-2162123,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-167021,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-170984,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-198745,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-198203,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-170968,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-167044,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-177504,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-187706,orignal
R-HSA-187042,abstraction:NextStepPathway,R-HSA-187687,orignal
R-HSA-211736,abstraction:NextStepPathway,R-HSA-211733,orignal
R-HSA-211736,abstraction:NextStepPathway,R-HSA-211728,orignal
R-HSA-8850843,abstraction:NextStepPathway,R-HSA-196807,orignal
R-HSA-8850843,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-159740,abstraction:NextStepPathway,R-HSA-6806664,orignal
R-HSA-159740,abstraction:NextStepPathway,R-HSA-159763,orignal
R-HSA-77350,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-77350,abstraction:NextStepPathway,R-HSA-77352,orignal
R-HSA-212718,abstraction:NextStepPathway,R-HSA-2029485,orignal
R-HSA-212718,abstraction:NextStepPathway,R-HSA-5218921,orignal
R-HSA-212718,abstraction:NextStepPathway,R-HSA-1489509,orignal
R-HSA-174178,abstraction:NextStepPathway,R-HSA-174084,orignal
R-HSA-159763,abstraction:NextStepPathway,R-HSA-159782,orignal
R-HSA-174154,abstraction:NextStepPathway,R-HSA-176407,orignal
R-HSA-174154,abstraction:NextStepPathway,R-HSA-2467813,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-8940973,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-210744,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-8941856,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-9013508,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-9793380,orignal
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-1912408,orignal
R-HSA-209905,abstraction:NextStepPathway,R-HSA-181430,orignal
R-HSA-209905,abstraction:NextStepPathway,R-HSA-212676,orignal
R-HSA-435368,abstraction:NextStepPathway,R-HSA-264876,orignal
R-HSA-1834949,abstraction:NextStepPathway,R-HSA-844615,orignal
R-HSA-1834949,abstraction:NextStepPathway,R-HSA-168928,orignal
R-HSA-3371511,abstraction:NextStepPathway,R-HSA-3371571,orignal
R-HSA-3371511,abstraction:NextStepPathway,R-HSA-3371453,orignal
R-HSA-72172,abstraction:NextStepPathway,R-HSA-72203,orignal
R-HSA-8964026,abstraction:NextStepPathway,R-HSA-8964038,orignal
R-HSA-193993,abstraction:NextStepPathway,R-HSA-193048,orignal
R-HSA-193993,abstraction:NextStepPathway,R-HSA-211976,orignal
R-HSA-1660510,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-1660510,abstraction:NextStepPathway,R-HSA-1660499,orignal
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-909733,orignal
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-918233,orignal
R-HSA-444473,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-168181,abstraction:NextStepPathway,R-HSA-975155,orignal
R-HSA-9761174,abstraction:NextStepPathway,R-HSA-9830364,orignal
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-445989,orignal
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-168638,orignal
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-381340,abstraction:NextStepPathway,R-HSA-163680,orignal
R-HSA-381340,abstraction:NextStepPathway,R-HSA-1989781,orignal
R-HSA-5654700,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-5654700,abstraction:NextStepPathway,R-HSA-5654695,orignal
R-HSA-5654700,abstraction:NextStepPathway,R-HSA-5654727,orignal
R-HSA-198753,abstraction:NextStepPathway,R-HSA-199920,orignal
R-HSA-198753,abstraction:NextStepPathway,R-HSA-2559582,orignal
R-HSA-198753,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-198753,abstraction:NextStepPathway,R-HSA-881907,orignal
R-HSA-198753,abstraction:NextStepPathway,R-HSA-375165,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-9707616,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-9931509,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-163282,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-163316,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-9933387,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-9031628,orignal
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-1989781,orignal
R-HSA-8851805,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-532668,abstraction:NextStepPathway,R-HSA-901042,orignal
R-HSA-182971,abstraction:NextStepPathway,R-HSA-912526,orignal
R-HSA-77285,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-77285,abstraction:NextStepPathway,R-HSA-77310,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9026766,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9027307,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9020265,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018682,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9026762,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018676,orignal
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018681,orignal
R-HSA-9636383,abstraction:NextStepPathway,R-HSA-9636569,orignal
R-HSA-166166,abstraction:NextStepPathway,R-HSA-937072,orignal
R-HSA-166166,abstraction:NextStepPathway,R-HSA-936964,orignal
R-HSA-166166,abstraction:NextStepPathway,R-HSA-937041,orignal
R-HSA-8963889,abstraction:NextStepPathway,R-HSA-8963901,orignal
R-HSA-8941333,abstraction:NextStepPathway,R-HSA-8939246,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-428643,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-9853506,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-8964539,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-70268,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-1237044,orignal
R-HSA-71403,abstraction:NextStepPathway,R-HSA-1475029,orignal
R-HSA-418346,abstraction:NextStepPathway,R-HSA-139853,orignal
R-HSA-9859138,abstraction:NextStepPathway,R-HSA-70895,orignal
R-HSA-5610780,abstraction:NextStepPathway,R-HSA-5632684,orignal
R-HSA-193807,abstraction:NextStepPathway,R-HSA-211994,orignal
R-HSA-193807,abstraction:NextStepPathway,R-HSA-193368,orignal
R-HSA-111463,abstraction:NextStepPathway,R-HSA-111464,orignal
R-HSA-111463,abstraction:NextStepPathway,R-HSA-351906,orignal
R-HSA-202427,abstraction:NextStepPathway,R-HSA-202430,orignal
R-HSA-202427,abstraction:NextStepPathway,R-HSA-389948,orignal
R-HSA-210993,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-2562578,abstraction:NextStepPathway,R-HSA-9758274,orignal
R-HSA-2562578,abstraction:NextStepPathway,R-HSA-75153,orignal
R-HSA-2562578,abstraction:NextStepPathway,R-HSA-140534,orignal
R-HSA-2562578,abstraction:NextStepPathway,R-HSA-264870,orignal
R-HSA-8931987,abstraction:NextStepPathway,R-HSA-9018519,orignal
R-HSA-8931987,abstraction:NextStepPathway,R-HSA-8939256,orignal
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9707587,orignal
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9707616,orignal
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9818027,orignal
R-HSA-168176,abstraction:NextStepPathway,R-HSA-975871,orignal
R-HSA-71032,abstraction:NextStepPathway,R-HSA-71403,orignal
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654695,orignal
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654720,orignal
R-HSA-5654689,abstraction:NextStepPathway,R-HSA-5654710,orignal
R-HSA-112412,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-112412,abstraction:NextStepPathway,R-HSA-74749,orignal
R-HSA-9818564,abstraction:NextStepPathway,R-HSA-9772755,orignal
R-HSA-9818564,abstraction:NextStepPathway,R-HSA-9841922,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-2871809,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-8985947,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-445355,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9856532,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-5218921,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-111997,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9909649,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-5607763,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-983695,orignal
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-2514859,orignal
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-9830674,orignal
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-8985801,orignal
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-9010642,orignal
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-376176,orignal
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-428542,orignal
R-HSA-167242,abstraction:NextStepPathway,R-HSA-167287,orignal
R-HSA-167242,abstraction:NextStepPathway,R-HSA-167290,orignal
R-HSA-9793380,abstraction:NextStepPathway,R-HSA-9824272,orignal
R-HSA-8963888,abstraction:NextStepPathway,R-HSA-8963901,orignal
R-HSA-9931510,abstraction:NextStepPathway,R-HSA-9707616,orignal
R-HSA-9931510,abstraction:NextStepPathway,R-HSA-9931509,orignal
R-HSA-9931510,abstraction:NextStepPathway,R-HSA-9931512,orignal
R-HSA-9931510,abstraction:NextStepPathway,R-HSA-9933387,orignal
R-HSA-9931510,abstraction:NextStepPathway,R-HSA-9931530,orignal
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-933542,orignal
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-445989,orignal
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-3134963,orignal
R-HSA-422085,abstraction:NextStepPathway,R-HSA-375276,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-164378,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-9634597,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-111957,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-163560,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-442720,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-180024,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-163358,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-9634600,orignal
R-HSA-163615,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-75157,abstraction:NextStepPathway,R-HSA-69416,orignal
R-HSA-75157,abstraction:NextStepPathway,R-HSA-5218900,orignal
R-HSA-75157,abstraction:NextStepPathway,R-HSA-3371378,orignal
R-HSA-9754706,abstraction:NextStepPathway,R-HSA-191273,orignal
R-HSA-6781823,abstraction:NextStepPathway,R-HSA-6782135,orignal
